,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York City,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Dec-13-2014,10,1,2,8,1,4,1,1,0,4,10,5,7,10,10,3,10,5,10,1,4,2,1,10,10,10,1,1,3,1,2,1,1,4,6,3,3,9,1,5,10,1,5,2,6,10,7,1,0,8,3,3,6,3
Dec-20-2014,10,3,2,10,2,6,1,1,0,8,10,9,9,10,10,3,10,9,10,1,7,3,4,10,10,10,1,5,4,1,5,6,3,4,10,5,7,7,1,9,10,1,10,3,10,10,9,1,0,10,5,9,10,5
Dec-27-2014,10,3,4,10,7,10,1,2,0,9,10,10,10,10,10,3,10,10,10,3,10,5,9,10,10,10,2,8,8,1,8,10,10,7,10,6,10,6,1,10,10,2,10,6,10,10,10,2,0,10,6,10,10,6
Jan-03-2015,10,3,5,9,8,10,1,4,0,6,4,10,10,8,10,3,10,10,10,2,10,5,7,10,10,10,1,7,10,1,7,10,8,7,10,6,10,9,1,10,10,2,10,5,10,10,10,7,0,10,5,10,9,7
Jan-10-2015,9,1,5,10,6,10,2,3,0,3,7,10,10,4,6,8,10,7,10,3,5,4,2,8,10,10,3,6,10,1,6,7,3,5,8,5,7,10,1,9,10,4,9,5,10,10,10,3,0,10,9,10,5,6
Jan-17-2015,10,1,7,10,7,9,5,10,0,3,4,10,10,2,6,5,10,4,10,6,5,6,2,7,9,7,4,5,9,1,5,7,10,6,8,10,4,10,3,8,10,6,5,7,6,10,8,6,0,10,10,10,3,7
Jan-24-2015,10,3,8,10,8,9,9,9,0,2,4,10,10,2,2,5,10,4,10,6,4,9,1,8,10,7,4,10,10,4,10,7,10,7,10,7,2,10,3,10,10,10,6,7,8,10,8,10,0,10,9,10,2,9
Jan-31-2015,10,1,7,10,9,9,10,7,0,2,4,10,10,2,1,5,10,4,9,7,4,7,1,6,10,9,5,8,8,3,10,6,10,7,7,6,1,10,1,10,10,10,5,4,9,10,7,10,0,10,8,10,1,8
Feb-07-2015,6,1,7,10,7,8,10,5,0,2,4,10,10,2,3,2,10,2,9,4,2,6,1,5,10,6,2,6,6,4,6,5,10,6,6,4,1,10,1,9,10,9,6,4,8,10,6,10,0,7,5,10,1,8
Feb-14-2015,9,1,4,10,6,6,10,2,0,2,4,10,7,3,2,2,10,2,7,2,1,5,1,4,10,5,1,2,6,2,7,5,10,5,6,1,1,10,1,5,10,6,4,4,5,10,5,10,0,5,4,10,2,6
Feb-21-2015,10,1,5,10,4,6,10,1,0,2,6,10,6,3,1,2,9,1,7,3,1,3,1,4,10,4,1,2,4,2,4,2,8,3,6,2,1,10,1,4,10,4,5,3,3,9,4,8,0,5,1,8,1,4
Feb-28-2015,8,1,4,6,4,4,8,1,0,1,5,10,5,3,1,2,9,1,6,2,1,2,1,3,10,5,1,2,2,1,7,3,4,2,5,1,1,10,1,3,10,2,4,3,2,7,3,5,0,3,2,3,2,4
Mar-07-2015,9,1,3,8,3,4,4,1,0,2,4,10,4,3,1,1,10,1,5,2,1,3,1,4,10,4,1,3,2,1,3,2,4,2,3,1,1,9,1,4,10,1,4,2,3,7,4,3,0,3,2,3,2,4
Mar-14-2015,6,1,2,6,3,4,4,1,0,2,3,10,5,3,3,1,9,1,6,1,1,3,1,4,9,4,2,4,3,1,2,2,2,2,2,2,1,10,1,1,10,1,3,3,1,7,2,1,0,2,2,1,2,3
Mar-21-2015,4,1,3,5,3,5,3,1,0,1,2,5,4,4,2,1,5,2,5,1,1,3,1,5,5,3,2,4,2,1,3,2,3,2,2,1,1,9,1,2,10,1,1,1,1,5,3,2,0,2,2,1,2,3
Mar-28-2015,1,1,1,2,2,3,2,1,0,1,2,7,2,4,1,1,4,1,4,1,1,3,1,8,5,2,2,4,1,1,2,1,2,2,1,1,1,8,1,2,10,1,2,2,1,5,3,1,0,3,1,2,1,2
Apr-04-2015,1,1,2,1,2,3,3,1,0,1,2,7,2,4,1,1,3,1,3,1,1,3,1,5,3,3,1,4,2,1,1,1,3,2,1,1,1,5,1,2,7,1,2,1,1,4,3,3,0,3,1,2,1,2
Apr-11-2015,1,1,1,1,1,2,2,1,0,1,1,9,2,3,1,1,2,1,3,1,1,3,1,3,2,3,1,1,1,1,1,1,2,2,1,1,1,4,1,1,7,1,1,1,1,3,3,1,0,3,1,3,1,1
Apr-18-2015,1,1,1,1,1,3,2,1,0,1,1,7,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,1,1,3,1,1,0,2,1,2,1,1
Apr-25-2015,1,1,1,1,1,2,1,1,0,1,1,4,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,3,1,0,2,1,1,1,1
May-02-2015,1,1,2,1,1,2,1,1,0,1,1,4,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,2,1,0,2,1,2,1,1
May-09-2015,1,1,1,1,1,2,1,1,0,1,1,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,2,1,0,2,1,1,1,1
May-16-2015,1,1,1,1,1,2,1,1,0,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,0,1,1,1,1,1
May-23-2015,1,1,1,1,1,1,1,1,0,1,1,5,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,0,1,1,1,1,1
May-30-2015,1,1,1,1,1,1,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,2,1,0,1,1,1,1,1
Jun-06-2015,1,1,1,1,1,1,1,1,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-13-2015,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-20-2015,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-27-2015,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-04-2015,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-11-2015,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-18-2015,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-25-2015,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-01-2015,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-08-2015,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-15-2015,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-22-2015,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-29-2015,1,1,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-05-2015,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-12-2015,1,3,1,1,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-19-2015,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,0,1,1,1,1,1
Sep-26-2015,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,2,1,1,0,1,1,1,1,1
Oct-03-2015,1,1,1,1,1,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1,1,0,1,3,1,1,0,1,2,1,1,1
Oct-10-2015,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Oct-17-2015,1,1,2,1,1,2,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1
Oct-24-2015,1,1,2,1,1,2,1,1,0,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,0,3,1,1,1,1
Oct-31-2015,1,1,3,1,1,2,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,0,2,1,1,1,1
Nov-07-2015,1,1,3,1,1,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,2,1,0,2,1,1,1,1
Nov-14-2015,1,1,3,1,1,1,1,1,0,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,4,1,1,2,2,1,0,2,1,1,1,1
Nov-21-2015,1,1,3,1,1,2,1,1,0,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,2,2,1,0,3,1,1,1,1
Nov-28-2015,3,1,3,1,1,2,1,1,0,1,3,1,1,2,1,1,1,1,3,1,3,1,1,2,4,2,1,1,1,1,1,3,1,3,1,1,1,6,2,1,2,1,4,1,1,3,3,1,0,4,1,1,1,1
Dec-05-2015,1,1,4,1,1,1,1,1,0,1,2,1,1,3,1,1,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,1,4,1,1,3,1,1,0,3,1,1,1,1
Dec-12-2015,1,1,4,1,1,2,1,1,0,1,2,1,1,3,1,1,1,1,2,1,2,1,1,3,3,1,1,1,2,1,1,1,1,3,1,1,1,3,1,2,4,1,2,1,1,3,1,1,0,4,1,1,1,1
Dec-19-2015,2,1,4,1,1,2,2,1,0,1,4,1,1,3,1,1,1,1,2,1,2,1,1,2,3,2,1,1,2,1,1,2,1,4,1,1,1,1,1,2,4,1,2,1,1,4,2,1,0,4,1,1,1,1
Dec-26-2015,2,1,6,1,1,2,1,1,0,1,6,1,1,4,2,1,1,1,4,1,4,3,1,5,4,2,1,1,2,1,1,2,1,5,3,1,1,4,1,3,4,1,2,1,1,5,3,1,0,6,1,1,1,1
Jan-02-2016,1,1,5,1,3,4,2,1,0,1,4,1,1,4,3,1,1,1,3,1,5,3,1,2,3,2,1,1,3,1,1,2,1,6,2,1,1,5,1,4,5,1,2,1,1,6,3,1,0,5,1,1,1,1
Jan-09-2016,1,1,5,1,1,3,4,1,0,1,3,1,2,3,1,1,1,1,2,1,4,2,1,1,2,2,1,1,3,1,1,1,1,4,1,1,1,2,1,3,3,1,2,1,1,4,2,1,0,4,1,1,1,1
Jan-16-2016,1,1,5,1,1,3,4,1,0,1,3,1,1,4,1,1,1,1,3,1,6,2,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,3,1,2,4,1,2,1,1,3,3,1,0,4,1,1,1,1
Jan-23-2016,2,1,6,1,2,3,4,1,0,2,3,1,1,4,1,1,1,1,3,1,5,2,1,1,2,2,1,1,3,1,1,3,1,3,1,1,1,5,2,2,6,1,2,1,2,3,3,1,0,4,1,1,1,1
Jan-30-2016,2,1,7,2,2,2,6,1,0,4,3,3,3,4,1,1,1,1,3,1,3,3,1,1,3,1,1,1,2,1,2,3,1,4,1,1,1,5,3,3,10,1,1,1,1,5,5,1,0,3,1,1,1,1
Feb-06-2016,2,1,9,2,4,3,6,1,0,4,3,2,4,5,1,1,2,1,3,1,1,3,1,1,2,1,1,1,3,1,1,4,1,5,1,1,1,5,3,3,10,2,3,2,2,5,5,1,0,3,1,1,1,1
Feb-13-2016,2,1,10,3,6,3,8,1,0,5,3,6,2,6,1,1,2,2,4,1,4,3,1,1,3,3,1,1,5,1,4,7,4,6,3,1,1,8,2,3,10,2,4,5,2,7,6,1,0,3,2,1,1,2
Feb-20-2016,4,1,10,4,7,4,7,1,0,7,5,5,4,8,2,2,4,3,4,1,10,3,1,3,4,3,1,1,6,1,5,8,1,6,6,1,1,5,5,3,10,3,5,3,6,8,8,2,0,4,4,1,1,2
Feb-27-2016,6,1,10,5,5,4,8,1,0,7,6,8,2,8,4,2,4,5,5,1,6,3,2,2,7,3,1,1,6,1,4,9,4,7,9,1,2,6,4,5,10,3,7,3,7,7,9,1,0,5,3,3,2,2
Mar-05-2016,8,1,10,10,5,5,7,1,0,5,6,7,3,9,7,3,6,5,6,1,5,4,3,5,9,5,1,1,7,1,7,10,5,7,8,1,2,4,4,6,8,3,7,2,7,7,7,1,0,7,2,3,3,4
Mar-12-2016,10,4,10,10,6,5,7,2,0,6,8,9,4,8,10,2,7,7,6,1,5,6,3,8,10,5,1,1,6,2,10,9,5,8,8,1,5,7,7,9,9,5,8,3,8,5,7,1,0,9,1,3,4,5
Mar-19-2016,7,7,8,9,4,4,4,1,0,4,5,9,5,6,5,1,4,6,4,2,3,5,2,4,6,4,3,1,7,2,10,10,6,7,8,3,2,4,6,6,7,4,5,1,4,5,7,3,0,8,1,1,2,8
Mar-26-2016,7,5,6,5,3,5,4,1,0,3,7,7,2,5,3,1,3,4,4,1,2,4,2,3,5,5,1,1,2,2,8,8,4,6,7,1,2,5,1,7,7,3,6,2,1,4,5,1,0,7,2,1,1,6
Apr-02-2016,9,6,6,6,2,4,5,1,0,3,6,6,2,4,2,2,3,4,3,2,1,4,1,1,4,5,1,1,2,2,5,7,2,5,5,2,1,1,4,5,2,3,4,1,3,4,5,1,0,6,1,3,2,4
Apr-09-2016,5,4,5,5,1,3,4,1,0,2,5,7,2,3,1,1,4,3,2,1,1,3,1,2,3,2,1,1,3,1,3,3,1,3,4,3,1,2,3,3,3,2,3,1,1,3,5,1,0,4,1,1,1,3
Apr-16-2016,3,2,6,7,1,3,4,1,0,1,4,3,1,2,1,1,3,3,2,1,1,3,1,2,4,2,1,1,2,1,5,1,2,3,3,1,1,3,1,3,3,1,4,1,1,4,3,1,0,5,1,2,1,1
Apr-23-2016,4,4,5,7,1,3,4,1,0,2,4,2,1,2,1,1,1,2,2,1,1,3,1,2,1,2,1,1,1,1,5,1,1,4,4,1,1,1,1,3,3,1,3,1,1,5,2,1,0,5,1,2,1,1
Apr-30-2016,2,1,4,2,1,2,2,1,0,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,3,3,2,3,1,3,3,2,1,0,5,1,3,1,1
May-07-2016,1,1,3,5,1,2,3,1,0,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,1,2,1,2,2,1,1,0,4,1,1,1,1
May-14-2016,1,1,3,2,1,2,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,3,1,1,1,1
May-21-2016,1,3,3,1,1,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,2,1,1,1,1
May-28-2016,1,1,2,1,1,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,1,2,1,1,1,0,2,1,1,1,1
Jun-04-2016,1,1,2,1,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,2,1,1,1,1
Jun-11-2016,1,1,2,1,1,1,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,0,1,1,1,1,1
Jun-18-2016,1,1,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,1,1
Jun-25-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-02-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-09-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-16-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-23-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-30-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-06-2016,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-13-2016,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-20-2016,1,1,1,1,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-27-2016,1,1,1,1,1,1,1,1,0,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-03-2016,1,1,1,1,1,4,1,1,0,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-10-2016,1,1,1,1,1,2,1,1,0,1,3,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,3,1,1,1,1,1,1,0,1,1,1,1,1
Sep-17-2016,1,1,1,2,1,3,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1
Sep-24-2016,1,1,1,1,1,2,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Oct-01-2016,1,1,1,1,1,2,1,1,0,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1
Oct-08-2016,1,1,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1
Oct-15-2016,1,2,1,1,1,3,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1
Oct-22-2016,1,1,1,1,1,3,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1
Oct-29-2016,1,1,1,1,1,2,1,1,0,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,1,2,1,1,1,1,1,0,2,1,1,1,1
Nov-05-2016,2,1,1,1,1,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,3,1,1,1,1
Nov-12-2016,1,1,1,1,1,1,1,1,0,1,5,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,2,1,1,3,1,1,1,2,1,1,9,1,1,1,1,1,1,1,0,3,1,1,1,1
Nov-19-2016,2,1,2,2,2,2,1,1,0,2,5,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,4,1,1,10,1,1,1,1,1,1,1,0,3,1,1,1,1
Nov-26-2016,2,1,2,1,3,2,1,1,0,2,6,1,1,2,1,1,2,1,3,1,1,1,1,1,5,1,1,1,2,1,3,1,1,4,1,1,1,3,1,1,10,1,3,1,4,1,1,1,0,4,1,1,1,1
Dec-03-2016,2,1,2,1,2,4,1,1,0,1,5,1,1,2,1,1,1,3,3,1,1,1,1,1,3,2,1,1,2,1,2,1,1,4,1,1,1,3,1,1,10,1,3,1,1,1,1,1,0,3,1,1,1,1
Dec-10-2016,2,1,3,1,2,3,1,1,0,1,6,2,1,2,1,1,1,1,3,1,1,1,2,1,3,1,1,1,4,1,3,1,1,5,1,1,1,4,1,1,10,1,1,1,2,1,1,1,0,3,1,1,1,1
Dec-17-2016,5,1,4,2,3,4,1,1,0,2,6,3,2,3,1,1,1,2,4,1,1,1,1,1,4,2,1,1,3,1,5,1,1,6,2,1,1,9,2,2,10,1,4,1,1,1,2,1,0,4,2,1,1,1
Dec-24-2016,8,2,5,1,5,5,1,1,0,2,9,1,1,3,1,1,3,6,6,1,1,2,2,1,8,3,1,1,4,1,6,2,1,8,3,2,1,7,3,2,10,1,1,1,3,1,7,1,0,5,4,1,2,2
Dec-31-2016,10,3,5,2,7,1,1,1,0,2,10,2,4,5,5,1,3,8,7,1,1,3,3,1,7,8,1,1,4,1,10,2,7,10,3,1,1,10,10,5,10,1,8,1,5,1,8,1,0,7,6,2,2,1
Jan-07-2017,7,1,5,2,6,5,1,1,0,2,8,3,3,5,3,1,4,3,6,1,1,2,3,1,4,9,1,1,4,1,10,2,7,8,2,4,1,10,10,4,10,2,9,2,5,1,7,1,0,6,4,1,1,2
Jan-14-2017,6,5,4,3,5,4,1,1,0,3,7,4,5,5,2,1,6,6,5,1,1,2,2,1,4,7,1,2,4,1,9,2,10,8,2,1,1,10,2,4,6,2,7,3,7,4,6,1,0,7,4,1,1,7
